label,message,length,processed_message,token_count
ham,I hope you know I'm still mad at you.,37,"['hope', 'know', 'still', 'mad']",4
ham,WHORE YOU ARE UNBELIEVABLE.,27,"['whore', 'unbelievable']",2
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc,85,"['greatest', 'test', 'courage', 'earth', 'bear', 'defeat', 'without', 'losing', 'heart', 'gn', 'tc']",11
ham,I will once i get home,22,"['get', 'home']",2
ham,Aight sorry I take ten years to shower. What's the plan?,56,"['aight', 'sorry', 'take', 'ten', 'year', 'shower', 'plan']",7
ham,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-),127,"['v', 'nice', 'sheffield', 'tom', 'air', 'opinion', 'category', 'b', 'used', 'measure', 'ethnicity', 'next', 'census', 'busy', 'transcribing']",15
ham,In which place i can get rooms cheap:-),39,"['place', 'get', 'room', 'cheap']",4
ham,But i juz remembered i gotta bathe my dog today..,49,"['juz', 'remembered', 'got', 'ta', 'bathe', 'dog', 'today']",7
ham,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,67,"['emigrated', 'something', 'ok', 'maybe', 'bit', 'hopeful']",6
ham,I had it already..sabarish asked me to go..,43,"['already', 'sabarish', 'asked', 'go']",4
ham,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.,137,"['lol', 'know', 'dramatic', 'school', 'already', 'closed', 'tomorrow', 'apparently', 'ca', 'drive', 'inch', 'snow', 'supposed', 'get']",14
ham,Ok. No wahala. Just remember that a friend in need ...,54,"['wahala', 'remember', 'friend', 'need']",4
ham,Okay same with me. Well thanks for the clarification,52,"['okay', 'well', 'thanks', 'clarification']",4
ham,Yeah. I got a list with only u and Joanna if I'm feeling really anti social,75,"['yeah', 'got', 'list', 'u', 'joanna', 'feeling', 'really', 'anti', 'social']",9
ham,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,75,"['yes', 'one', 'woman', 'man', 'please', 'tell', 'like', 'dislike', 'bed']",9
ham,You could have seen me..i did't recognise you Face.:),53,"['could', 'seen', 'recognise', 'face']",4
ham,I wan but too early lei... Me outside now wun b home so early... Neva mind then...,82,"['wan', 'early', 'lei', 'outside', 'wun', 'b', 'home', 'early', 'neva', 'mind']",10
spam,"Ur balance is now £600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!",132,"['ur', 'balance', 'next', 'question', 'complete', 'landmark', 'big', 'bob', 'barry', 'ben', 'text', 'b', 'c', 'good', 'luck']",15
ham,I can ask around but there's not a lot in terms of mids up here,63,"['ask', 'around', 'lot', 'term', 'mids']",5
ham,Good morning princess! Happy New Year!,38,"['good', 'morning', 'princess', 'happy', 'new', 'year']",6
ham,"Yup, no need. I'll jus wait 4 e rain 2 stop.",44,"['yup', 'need', 'jus', 'wait', 'e', 'rain', 'stop']",7
ham,"Coffee cake, i guess...",23,"['coffee', 'cake', 'guess']",3
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",179,"['wen', 'ur', 'lovable', 'bcums', 'angry', 'wid', 'u', 'dnt', 'take', 'seriously', 'coz', 'angry', 'childish', 'n', 'true', 'way', 'showing', 'deep', 'affection', 'care', 'n', 'luv', 'kettoda', 'manda', 'nice', 'day', 'da']",27
ham,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,78,"['k', 'ill', 'need', 'sr', 'model', 'pls', 'send', 'mail', 'id', 'pa']",10
ham,"Sorry, I'll call later",22,"['sorry', 'call', 'later']",3
ham,Howz pain?hope u r fine..,25,"['howz', 'pain', 'hope', 'u', 'r', 'fine']",6
ham,"I've got ten bucks, jay is being noncomittal",44,"['got', 'ten', 'buck', 'jay', 'noncomittal']",5
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,135,"['tried', 'call', 'reply', 'sm', 'video', 'mobile', 'min', 'unlimited', 'text', 'free', 'camcorder', 'reply', 'call']",13
ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,118,"['dont', 'file', 'bag', 'work', 'called', 'tell', 'find', 'anything', 'room']",9
spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",116,"['sppok', 'ur', 'mob', 'halloween', 'collection', 'nokia', 'logo', 'pic', 'message', 'plus', 'free', 'eerie', 'tone', 'txt', 'card', 'spook']",16
ham,Jay is snickering and tells me that x is totally fucking up the chords as we speak,82,"['jay', 'snickering', 'tell', 'x', 'totally', 'fucking', 'chord', 'speak']",8
ham,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?,90,"['work', 'mon', 'thurs', 'sat', 'cant', 'leh', 'booked', 'liao', 'day', 'u', 'free']",11
ham,Also where's the piece,22,"['also', 'piece']",2
spam,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",155,"['want', 'funk', 'ur', 'fone', 'weekly', 'new', 'tone', 'reply', 'text', 'original', 'n', 'best', 'tone', 'network', 'operator', 'rate', 'apply']",17
ham,"Not sure yet, still trying to get a hold of him",47,"['sure', 'yet', 'still', 'trying', 'get', 'hold']",6
ham,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts",95,"['call', 'phone', 'vibrate', 'acting', 'might', 'hear', 'text']",7
ham,Ok I'm gonna head up to usf in like fifteen minutes,51,"['ok', 'gon', 'na', 'head', 'usf', 'like', 'fifteen', 'minute']",8
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",92,"['watching', 'cartoon', 'listening', 'music', 'amp', 'eve', 'go', 'temple', 'amp', 'church', 'u']",11
ham,"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)",130,"['k', 'wen', 'ur', 'free', 'come', 'home', 'also', 'tel', 'vikky', 'hav', 'sent', 'mail', 'also', 'better', 'come', 'evening', 'il', 'free', 'today', 'aftr']",20
ham,The basket's gettin full so I might be by tonight,49,"['basket', 'gettin', 'full', 'might', 'tonight']",5
ham,"Haha awesome, I've been to 4u a couple times. Who all's coming?",63,"['haha', 'awesome', 'couple', 'time', 'coming']",5
spam,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 ",149,"['contacted', 'dating', 'service', 'someone', 'know', 'find', 'call', 'mobile', 'landline']",9
ham,Then get some cash together and I'll text jason,47,"['get', 'cash', 'together', 'text', 'jason']",5
ham,That's one of the issues but california is okay. No snow so its manageable,74,"['one', 'issue', 'california', 'okay', 'snow', 'manageable']",6
ham,En chikku nange bakra msg kalstiya..then had tea/coffee?,56,"['en', 'chikku', 'nange', 'bakra', 'msg', 'kalstiya']",6
ham,Jokin only lar... :-) depends on which phone my father can get lor...,69,"['jokin', 'lar', 'depends', 'phone', 'father', 'get', 'lor']",7
ham,"K will do, addie &amp; I are doing some art so I'll be here when you get home",77,"['k', 'addie', 'amp', 'art', 'get', 'home']",6
spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,157,"['congrats', 'nokia', 'video', 'camera', 'phone', 'call', 'call', 'cost', 'ave', 'call', 'vary', 'mobile', 'close', 'post', 'ldn']",15
ham,Was it something u ate?,23,"['something', 'u', 'ate']",3
ham,I am in a marriage function,27,"['marriage', 'function']",2
ham,"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?",175,"['hmmm', 'imagine', 'come', 'home', 'rub', 'foot', 'make', 'dinner', 'help', 'get', 'ready', 'date', 'sure', 'ready', 'kind', 'life']",16
spam,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",156,"['bored', 'speed', 'dating', 'try', 'speedchat', 'txt', 'speedchat', 'like', 'em', 'txt', 'swap', 'get', 'new', 'chatter', 'rcd']",15
ham,Nope... Juz off from work...,28,"['nope', 'juz', 'work']",3
ham,"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside..""",144,"['painful', 'thought', 'happy', 'toughest', 'thing', 'earth', 'toughest', 'acting', 'happy', 'unspoken', 'pain', 'inside']",12
ham,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,74,"['way', 'home', 'went', 'change', 'batt', 'watch', 'go', 'shop', 'bit', 'lor']",10
ham,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",458,"['hey', 'sweet', 'wondering', 'moment', 'might', 'come', 'want', 'send', 'file', 'someone', 'wo', 'go', 'yahoo', 'connection', 'suck', 'remember', 'set', 'page', 'go', 'download', 'format', 'disc', 'could', 'tell', 'know', 'way', 'download', 'big', 'file', 'download', 'stuff', 'directly', 'internet', 'help', 'would', 'great', 'prey', 'teasing', 'kiss']",39
ham,"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy",142,"['forget', 'tell', 'want', 'need', 'crave', 'love', 'sweet', 'arabian', 'steed', 'mmmmmm', 'yummy']",11
spam,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,160,"['freemsg', 'unlimited', 'free', 'call', 'activate', 'smartcall', 'txt', 'call', 'unlimited', 'call', 'help', 'stop', 'txt', 'stop', 'landlineonly']",15
ham,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.,108,"['missed', 'call', 'cause', 'yelling', 'scrappy', 'miss', 'u', 'ca', 'wait', 'u', 'come', 'home', 'lonely', 'today']",14
ham,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,147,"['trip', 'ok', 'quite', 'tiring', 'lor', 'uni', 'start', 'today', 'ok', 'co', 'taking', 'module', 'jus', 'concentrating', 'final', 'yr', 'project']",17
ham,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday",193,"['think', 'need', 'going', 'late', 'school', 'night', 'especially', 'one', 'class', 'one', 'missed', 'last', 'wednesday', 'probably', 'failed', 'test', 'friday']",17
ham,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...,64,"['u', 'coming', 'back', 'dinner', 'rite', 'dad', 'ask', 'confirm', 'wif', 'u']",10
ham,"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...",147,"['met', 'stranger', 'choose', 'friend', 'long', 'world', 'stand', 'friendship', 'never', 'end', 'let', 'friend', 'forever', 'gud', 'nitz']",15
ham,"K I'm ready,  &lt;#&gt; ?",25,"['k', 'ready', 'lt', 'gt']",4
ham,Carlos says we can pick up from him later so yeah we're set,59,"['carlos', 'say', 'pick', 'later', 'yeah', 'set']",6
ham,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...,129,"['dunno', 'co', 'v', 'late', 'n', 'reach', 'inside', 'already', 'ate', 'spageddies', 'lor', 'e', 'gal', 'r', 'laughing', 'lor']",16
ham,"Arms fine, how's Cardiff and uni? ",34,"['arm', 'fine', 'cardiff', 'uni']",4
ham,Its good to hear from you,25,"['good', 'hear']",2
spam,Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net cost£3.75max ,161,"['congratulation', 'u', 'claim', 'vip', 'row', 'ticket', 'c', 'blu', 'concert', 'november', 'blu', 'gift', 'guaranteed', 'call', 'claim', 't', 'c']",17
ham,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,139,"['call', 'plz', 'number', 'show', 'coveragd', 'area', 'urgnt', 'call', 'vasai', 'amp', 'reach', 'clock', 'call', 'plz']",14
ham,Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.,104,"['ü', 'wait', 'bus', 'stop', 'aft', 'ur', 'lect', 'lar', 'dun', 'c', 'ü', 'go', 'get', 'car', 'come', 'back', 'n', 'pick', 'ü']",19
ham,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,147,"['hi', 'baby', 'ive', 'got', 'back', 'work', 'wanting', 'see', 'u', 'allday', 'hope', 'didnt', 'piss', 'u', 'phone', 'today', 'u', 'give', 'call', 'xxx']",20
ham,See the forwarding message for proof,36,"['see', 'forwarding', 'message', 'proof']",4
ham,K... Must book a not huh? so going for yoga basic on sunday?,60,"['k', 'must', 'book', 'huh', 'going', 'yoga', 'basic', 'sunday']",8
ham,Tmr timin still da same wat cos i got lesson until 6...,55,"['tmr', 'timin', 'still', 'da', 'wat', 'co', 'got', 'lesson']",8
ham,"Dude u knw also telugu..thts gud..k, gud nyt..",46,"['dude', 'u', 'knw', 'also', 'telugu', 'thts', 'gud', 'k', 'gud', 'nyt']",10
ham,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..",316,"['height', 'confidence', 'aeronautics', 'professor', 'wer', 'calld', 'amp', 'wer', 'askd', 'sit', 'aeroplane', 'aftr', 'sat', 'wer', 'told', 'dat', 'plane', 'w', 'made', 'student', 'dey', 'hurried', 'plane', 'bt', 'didnt', 'move', 'said', 'made', 'student', 'wont', 'even', 'start', 'datz', 'confidence']",34
ham,But i dint slept in afternoon.,30,"['dint', 'slept', 'afternoon']",3
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,134,"['message', 'free', 'welcome', 'new', 'improved', 'sex', 'dogging', 'club', 'unsubscribe', 'service', 'reply', 'stop', 'msg']",13
ham,How are you. Just checking up on you,36,['checking'],1
ham,Yup but not studying surfing lor. I'm in e lazy mode today.,59,"['yup', 'studying', 'surfing', 'lor', 'e', 'lazy', 'mode', 'today']",8
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,154,"['buy', 'space', 'invader', 'chance', 'win', 'orig', 'arcade', 'game', 'console', 'press', 'game', 'arcade', 'std', 'wap', 'charge', 'see', 'term', 'setting', 'purchase']",19
ham,"Tonight? Yeah, I'd be down for that",35,"['tonight', 'yeah']",2
ham,Did u got that persons story,28,"['u', 'got', 'person', 'story']",4
ham,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,237,"['bought', 'test', 'yesterday', 'something', 'let', 'know', 'exact', 'day', 'u', 'get', 'pls', 'pls', 'dont', 'fret', 'know', 'u', 'r', 'worried', 'pls', 'relax', 'also', 'anything', 'ur', 'past', 'history', 'u', 'need', 'tell']",28
ham,Already one guy loving you:-.,29,"['already', 'one', 'guy', 'loving']",4
ham,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-),256,"['amazing', 'rearrange', 'letter', 'give', 'meaning', 'dormitory', 'dirty', 'room', 'astronomer', 'moon', 'starer', 'eye', 'see', 'election', 'result', 'lie', 'let', 'recount', 'woman', 'hitler', 'eleven', 'plus', 'two', 'plus', 'one', 'amazing']",26
ham,"Haha, my friend tyler literally just asked if you could get him a dubsack",73,"['haha', 'friend', 'tyler', 'literally', 'asked', 'could', 'get', 'dubsack']",8
